,DEPTH_MD,GROUP,FORMATION,CALI,RHOB,NPHI,DTC,BS,items
10974,DeepDepth,ROGALAND,TyFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
10975,DeepDepth,ROGALAND,TyFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
10976,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,LowVelocity,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , LowVelocity, LowPorosity"
10977,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
10978,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
10979,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
10980,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
10981,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
10982,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
10983,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
10984,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
10985,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
10986,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
10987,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
10988,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
10989,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
10990,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
10991,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
10992,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
10993,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
10994,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
10995,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
10996,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
10997,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
10998,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
10999,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11000,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11001,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11002,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11003,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11004,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11005,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11006,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11007,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11008,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11009,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11010,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11011,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11012,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11013,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11014,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11015,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11016,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11017,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11018,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11019,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11020,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11021,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11022,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11023,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11024,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11025,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11026,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11027,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11028,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11029,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11030,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11031,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11032,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11033,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11034,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11035,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11036,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11037,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11038,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11039,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11040,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11041,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11042,DeepDepth,ROGALAND,TyFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, TyFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11043,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11044,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
11045,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
11046,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
11047,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
11048,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
11049,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
11050,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11051,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11052,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11053,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
11054,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
11055,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
11056,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,MidRHOB ,LowPorosity,LowVelocity,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, MidRHOB , LowVelocity, LowPorosity"
11057,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,MidRHOB ,LowPorosity,LowVelocity,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, MidRHOB , LowVelocity, LowPorosity"
11058,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11059,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11060,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11061,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11062,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11063,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
11064,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,MidRHOB ,LowPorosity,LowVelocity,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, MidRHOB , LowVelocity, LowPorosity"
11065,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,MidRHOB ,LowPorosity,LowVelocity,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, MidRHOB , LowVelocity, LowPorosity"
11066,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,MidRHOB ,LowPorosity,LowVelocity,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, MidRHOB , LowVelocity, LowPorosity"
11067,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,MidRHOB ,LowPorosity,LowVelocity,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, MidRHOB , LowVelocity, LowPorosity"
11068,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,MidRHOB ,LowPorosity,LowVelocity,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, MidRHOB , LowVelocity, LowPorosity"
11069,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11070,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11071,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11072,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11073,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
11074,DeepDepth,ROGALAND,VaaleFm,NarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS122,"BS122, ROGALAND, VaaleFm, DeepDepth, NarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
11075,DeepDepth,SHETLAND,HardraadeFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, SHETLAND, HardraadeFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11076,DeepDepth,SHETLAND,HardraadeFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, SHETLAND, HardraadeFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11077,DeepDepth,SHETLAND,HardraadeFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, SHETLAND, HardraadeFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11078,DeepDepth,SHETLAND,HardraadeFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, SHETLAND, HardraadeFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11079,DeepDepth,SHETLAND,HardraadeFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, SHETLAND, HardraadeFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11080,DeepDepth,SHETLAND,HardraadeFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, SHETLAND, HardraadeFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11081,DeepDepth,SHETLAND,HardraadeFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, SHETLAND, HardraadeFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11082,DeepDepth,SHETLAND,HardraadeFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, SHETLAND, HardraadeFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11083,DeepDepth,SHETLAND,HardraadeFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, SHETLAND, HardraadeFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11084,DeepDepth,SHETLAND,HardraadeFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, SHETLAND, HardraadeFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11085,DeepDepth,SHETLAND,HardraadeFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, SHETLAND, HardraadeFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11086,DeepDepth,SHETLAND,HardraadeFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, SHETLAND, HardraadeFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11087,DeepDepth,SHETLAND,HardraadeFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, SHETLAND, HardraadeFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11088,DeepDepth,SHETLAND,HardraadeFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, SHETLAND, HardraadeFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11089,DeepDepth,SHETLAND,HardraadeFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, SHETLAND, HardraadeFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11090,DeepDepth,SHETLAND,HardraadeFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, SHETLAND, HardraadeFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11091,DeepDepth,SHETLAND,HardraadeFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, SHETLAND, HardraadeFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11092,DeepDepth,SHETLAND,HardraadeFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, SHETLAND, HardraadeFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11093,DeepDepth,SHETLAND,HardraadeFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, SHETLAND, HardraadeFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
11094,DeepDepth,SHETLAND,HardraadeFm,NarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS122,"BS122, SHETLAND, HardraadeFm, DeepDepth, NarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
