level_0,index,DEPTH_MD,GROUP,FORMATION,CALI,RHOB,NPHI,DTC,BS
10087,10087,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
10088,10088,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
10089,10089,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
10090,10090,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10091,10091,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10092,10092,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10093,10093,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10094,10094,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10095,10095,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10096,10096,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10097,10097,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
10098,10098,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
10099,10099,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10100,10100,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10101,10101,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10102,10102,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10103,10103,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10104,10104,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10105,10105,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10106,10106,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10107,10107,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10108,10108,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10109,10109,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10110,10110,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10111,10111,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10112,10112,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10113,10113,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10114,10114,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10115,10115,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10116,10116,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10117,10117,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10118,10118,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
10119,10119,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
10120,10120,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10121,10121,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10122,10122,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10123,10123,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
10124,10124,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10125,10125,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10126,10126,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10127,10127,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10128,10128,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10129,10129,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10130,10130,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
10131,10131,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
10132,10132,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
10133,10133,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
10134,10134,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS122
10135,10135,DeepDepth,HORDALAND,GridFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
10136,10136,DeepDepth,HORDALAND,GridFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10137,10137,DeepDepth,HORDALAND,GridFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10138,10138,DeepDepth,HORDALAND,GridFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10139,10139,DeepDepth,HORDALAND,GridFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10140,10140,DeepDepth,HORDALAND,GridFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
10141,10141,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10142,10142,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10143,10143,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10144,10144,DeepDepth,HORDALAND,GridFm,NarrowCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
10145,10145,DeepDepth,HORDALAND,GridFm,NarrowCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
10146,10146,DeepDepth,HORDALAND,GridFm,NarrowCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
10147,10147,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10148,10148,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10149,10149,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10150,10150,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10151,10151,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10152,10152,DeepDepth,HORDALAND,GridFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10153,10153,DeepDepth,HORDALAND,GridFm,NormalCaliper,MidRHOB ,MidPorosity ,HighVelocity,BS122
10154,10154,DeepDepth,HORDALAND,GridFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10155,10155,DeepDepth,HORDALAND,GridFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10156,10156,DeepDepth,HORDALAND,GridFm,NormalCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
10157,10157,DeepDepth,HORDALAND,GridFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
10158,10158,DeepDepth,HORDALAND,GridFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10159,10159,DeepDepth,HORDALAND,GridFm,NormalCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
10160,10160,DeepDepth,HORDALAND,GridFm,NormalCaliper,LowRHOB,MidPorosity ,HighVelocity,BS122
10161,10161,DeepDepth,HORDALAND,GridFm,NormalCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
10162,10162,DeepDepth,HORDALAND,GridFm,NarrowCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
10163,10163,DeepDepth,HORDALAND,GridFm,NormalCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
10164,10164,DeepDepth,HORDALAND,GridFm,NormalCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
10165,10165,DeepDepth,HORDALAND,GridFm,NormalCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
10166,10166,DeepDepth,HORDALAND,GridFm,NormalCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
10167,10167,DeepDepth,HORDALAND,GridFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10168,10168,DeepDepth,HORDALAND,GridFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10169,10169,DeepDepth,HORDALAND,GridFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10170,10170,DeepDepth,HORDALAND,GridFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10171,10171,DeepDepth,HORDALAND,GridFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10172,10172,DeepDepth,HORDALAND,GridFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10173,10173,DeepDepth,HORDALAND,GridFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10174,10174,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10175,10175,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10176,10176,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10177,10177,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10178,10178,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10179,10179,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10180,10180,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10181,10181,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10182,10182,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10183,10183,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10184,10184,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10185,10185,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10186,10186,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10187,10187,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10188,10188,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10189,10189,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10190,10190,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10191,10191,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10192,10192,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10193,10193,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10194,10194,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10195,10195,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10196,10196,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10197,10197,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10198,10198,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10199,10199,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10200,10200,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10201,10201,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10202,10202,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10203,10203,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10204,10204,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10205,10205,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10206,10206,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10207,10207,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10208,10208,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10209,10209,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10210,10210,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10211,10211,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10212,10212,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10213,10213,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10214,10214,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10215,10215,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10216,10216,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10217,10217,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10218,10218,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10219,10219,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10220,10220,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10221,10221,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10222,10222,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10223,10223,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10224,10224,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10225,10225,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10226,10226,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10227,10227,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10228,10228,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10229,10229,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10230,10230,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10231,10231,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10232,10232,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10233,10233,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10234,10234,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10235,10235,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10236,10236,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10237,10237,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10238,10238,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10239,10239,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10240,10240,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10241,10241,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10242,10242,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10243,10243,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10244,10244,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10245,10245,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10246,10246,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10247,10247,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10248,10248,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10249,10249,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10250,10250,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10251,10251,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10252,10252,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10253,10253,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10254,10254,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10255,10255,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10256,10256,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10257,10257,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10258,10258,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10259,10259,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10260,10260,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10261,10261,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10262,10262,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10263,10263,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10264,10264,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10265,10265,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10266,10266,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10267,10267,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10268,10268,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10269,10269,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10270,10270,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10271,10271,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10272,10272,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10273,10273,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10274,10274,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10275,10275,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10276,10276,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10277,10277,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10278,10278,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10279,10279,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10280,10280,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10281,10281,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10282,10282,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10283,10283,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10284,10284,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10285,10285,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10286,10286,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10287,10287,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10288,10288,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10289,10289,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10290,10290,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10291,10291,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10292,10292,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10293,10293,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10294,10294,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10295,10295,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10296,10296,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10297,10297,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10298,10298,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10299,10299,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10300,10300,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10301,10301,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10302,10302,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10303,10303,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10304,10304,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10305,10305,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10306,10306,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10307,10307,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10308,10308,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
10309,10309,DeepDepth,ROGALAND,BalderFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
