"SandstoneShale, BS175, HORDALAND, UtsiraFm, InterDepth, NormalCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , LowVelocity, LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Coal, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Coal, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, LowRHOB, MidVelocity , MidPorosity "
"Coal, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, LowRHOB, MidVelocity , MidPorosity "
"Coal, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, LowRHOB, MidVelocity , MidPorosity "
"Coal, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, LowRHOB, MidVelocity , MidPorosity "
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, HighRHOB, LowVelocity, LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, HighRHOB, MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Coal, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Coal, BS85, VESTLAND, HuginFm, DeepDepth, VNarrowCaliper, LowRHOB, MidVelocity , MidPorosity "
"Coal, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, LowRHOB, HighVelocity, MidPorosity "
"Coal, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, LowRHOB, HighVelocity, MidPorosity "
"Coal, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, LowRHOB, MidVelocity , MidPorosity "
"Coal, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, LowRHOB, MidVelocity , MidPorosity "
"Coal, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, LowRHOB, MidVelocity , MidPorosity "
"Coal, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, LowRHOB, MidVelocity , HighPorosity"
"Coal, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, LowRHOB, MidVelocity , HighPorosity"
"Coal, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, LowRHOB, MidVelocity , HighPorosity"
"Coal, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, LowRHOB, MidVelocity , MidPorosity "
"Coal, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, LowRHOB, MidVelocity , MidPorosity "
"Coal, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, LowRHOB, MidVelocity , MidPorosity "
"Coal, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, LowRHOB, MidVelocity , MidPorosity "
"Coal, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, LowRHOB, MidVelocity , MidPorosity "
"Coal, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Coal, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Coal, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, HighRHOB, MidVelocity , MidPorosity "
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , MidPorosity "
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
"Sandstone, BS85, VESTLAND, SleipnerFm, DeepDepth, VNarrowCaliper, MidRHOB , MidVelocity , LowPorosity"
