,LITHOLOGY
3352,SandstoneShale
6649,Sandstone
6114,Sandstone
6658,Sandstone
2467,Limestone
13651,Sandstone
11264,Limestone
11710,Limestone
3556,SandstoneShale
1428,Chalk
3457,SandstoneShale
3581,Sandstone
4021,SandstoneShale
1109,Limestone
7115,SandstoneShale
5994,Sandstone
10700,Sandstone
6964,SandstoneShale
8636,Sandstone
6459,Coal
13934,Coal
11308,Limestone
7030,SandstoneShale
4992,SandstoneShale
7751,Sandstone
12875,Coal
10285,Tuff
5908,Limestone
12007,Limestone
10198,Tuff
6647,Sandstone
6016,Sandstone
7262,SandstoneShale
7307,SandstoneShale
12306,Sandstone
3075,SandstoneShale
12936,Sandstone
7753,Sandstone
11246,Limestone
9809,Sandstone
8940,Sandstone
5136,Sandstone
8852,Sandstone
11908,Limestone
6484,Sandstone
13602,Sandstone
6085,Sandstone
6732,Sandstone
12937,Sandstone
9756,Limestone
553,Limestone
8697,Sandstone
3908,Sandstone
2519,Marl
6777,Sandstone
11647,Limestone
12300,Sandstone
9764,Coal
8,SandstoneShale
2955,SandstoneShale
3829,Sandstone
9945,Sandstone
1701,Chalk
4705,Sandstone
9538,Marl
6883,SandstoneShale
12711,Limestone
8227,SandstoneShale
4372,SandstoneShale
3719,SandstoneShale
12161,Sandstone
12685,Limestone
5154,Sandstone
6844,Sandstone
2852,Marl
10236,Tuff
13851,Coal
3824,Sandstone
12898,SandstoneShale
4499,Sandstone
11745,Limestone
7927,Tuff
2932,Marl
2902,Limestone
2837,Marl
11348,Limestone
13500,Sandstone
8797,Limestone
11146,Limestone
10291,Tuff
12353,Sandstone
11651,Limestone
8543,Sandstone
4067,Sandstone
3351,SandstoneShale
10780,Sandstone
8200,Limestone
5414,Sandstone
10566,Sandstone
5331,Sandstone
13287,Coal
2844,Marl
6638,Sandstone
13101,Coal
12297,Sandstone
8346,Sandstone
5065,Sandstone
5525,Sandstone
3827,Sandstone
11698,Limestone
6771,Sandstone
1783,Chalk
5668,SandstoneShale
12672,Sandstone
11985,Limestone
2100,Limestone
9606,Limestone
3551,SandstoneShale
8311,Sandstone
10186,Tuff
9033,Sandstone
9101,Sandstone
2446,Limestone
10548,Sandstone
577,Tuff
12408,Sandstone
13823,Sandstone
10907,Sandstone
10152,Dolomite
12362,Sandstone
9849,Sandstone
447,Sandstone
2276,Limestone
9526,Marl
5078,SandstoneShale
8185,Tuff
9837,Sandstone
10954,Sandstone
8223,SandstoneShale
5639,Sandstone
800,SandstoneShale
10908,Sandstone
2309,Limestone
3189,Sandstone
10487,Sandstone
5203,Sandstone
9086,Sandstone
8681,Sandstone
8388,Sandstone
10564,Sandstone
7845,Sandstone
4354,Sandstone
2597,Limestone
10064,Sandstone
3673,Sandstone
2593,Marl
8364,Sandstone
6685,Sandstone
6420,Sandstone
3323,Sandstone
4283,Sandstone
4325,Sandstone
19,SandstoneShale
1890,Chalk
4898,SandstoneShale
4248,Sandstone
8045,Tuff
2893,Sandstone
11474,Limestone
523,Limestone
3448,Sandstone
10973,Sandstone
1914,Chalk
11918,Limestone
1458,Chalk
871,SandstoneShale
8869,Sandstone
1526,Chalk
10407,Tuff
8114,Tuff
3217,Sandstone
10255,Tuff
12903,Sandstone
1090,Limestone
1891,Chalk
952,Limestone
1223,Chalk
2920,Marl
5229,Sandstone
11508,Limestone
3532,Sandstone
5953,Sandstone
6642,Sandstone
8744,Sandstone
6253,Sandstone
2661,Marl
7562,Sandstone
431,Sandstone
11773,Limestone
12788,SandstoneShale
12599,Sandstone
13933,Coal
6671,Sandstone
370,Sandstone
7294,SandstoneShale
12262,Sandstone
1017,Limestone
11935,Limestone
12800,Sandstone
1942,Chalk
1536,Chalk
1389,Chalk
10438,Tuff
8059,Tuff
3705,SandstoneShale
2334,Limestone
12363,Sandstone
13900,Sandstone
2535,Marl
5585,Sandstone
3343,SandstoneShale
8431,Sandstone
6512,Sandstone
6198,Sandstone
12435,Sandstone
78,Sandstone
3536,Sandstone
7775,Sandstone
2694,Marl
10204,Tuff
5651,Sandstone
4211,Sandstone
9188,Limestone
7090,SandstoneShale
13959,Coal
10528,Sandstone
5233,Sandstone
4401,Sandstone
5851,SandstoneShale
4518,Sandstone
1096,Limestone
2153,Limestone
1695,Chalk
9474,Limestone
9735,Sandstone
13919,Sandstone
12113,SandstoneShale
7127,SandstoneShale
245,SandstoneShale
1302,Chalk
11230,Limestone
5784,Marl
940,Limestone
1338,Chalk
4629,SandstoneShale
7274,SandstoneShale
13887,Coal
10179,Tuff
9201,Limestone
7020,SandstoneShale
10327,Tuff
668,Tuff
1758,Chalk
9835,Sandstone
2122,Limestone
7263,SandstoneShale
6080,Sandstone
10640,Sandstone
8847,Sandstone
2885,Sandstone
589,Tuff
3494,SandstoneShale
12742,Coal
8056,Tuff
8074,Tuff
10789,Sandstone
840,SandstoneShale
959,Limestone
5874,SandstoneShale
7553,Sandstone
9205,Limestone
7108,SandstoneShale
1660,Chalk
9065,Limestone
10879,Sandstone
13515,Sandstone
6990,SandstoneShale
4660,SandstoneShale
6219,Sandstone
7421,SandstoneShale
2361,Limestone
10844,Sandstone
13414,Sandstone
7782,Sandstone
11154,Limestone
8313,Sandstone
8906,Sandstone
13223,Sandstone
10076,Sandstone
9928,Sandstone
3102,Sandstone
10239,Tuff
5337,Sandstone
11407,Limestone
9485,Limestone
10996,Sandstone
9793,Sandstone
1919,Chalk
5712,Sandstone
12956,Sandstone
10619,Sandstone
5536,Sandstone
5599,Sandstone
5519,Sandstone
9025,Sandstone
12901,Sandstone
8144,Tuff
5739,Sandstone
9712,Sandstone
13206,Coal
6434,Sandstone
10232,Tuff
6637,Sandstone
620,Tuff
2029,Chalk
4065,Sandstone
7447,SandstoneShale
6015,Sandstone
11344,Limestone
5194,Sandstone
10901,Sandstone
5103,SandstoneShale
3936,Sandstone
3682,Sandstone
27,Sandstone
3832,Sandstone
5884,SandstoneShale
7965,Tuff
3675,Sandstone
12127,Sandstone
462,Sandstone
10802,Sandstone
1746,Chalk
10923,Sandstone
7556,Sandstone
8040,Tuff
3449,SandstoneShale
5338,Sandstone
4695,SandstoneShale
6449,Coal
2118,Limestone
715,Limestone
13095,Coal
6508,Sandstone
3553,SandstoneShale
3464,Sandstone
9895,Sandstone
8280,Sandstone
3203,Sandstone
1184,Chalk
479,Sandstone
10696,Sandstone
5830,Marl
13868,Coal
10680,Sandstone
8766,Sandstone
13391,Coal
5179,Sandstone
2637,Marl
1208,Chalk
11538,Limestone
13678,Sandstone
5478,Sandstone
1187,Marl
4204,SandstoneShale
11035,Sandstone
7054,SandstoneShale
6450,Coal
13423,Sandstone
10484,Sandstone
8527,Sandstone
1606,Chalk
1455,Chalk
429,Sandstone
5171,Sandstone
6048,Sandstone
5641,Sandstone
13037,Sandstone
4586,Sandstone
2282,Limestone
11109,Limestone
13650,Sandstone
3791,Sandstone
13541,Sandstone
9508,Limestone
9359,Limestone
9510,Limestone
8435,Sandstone
5109,SandstoneShale
4628,Sandstone
2225,Marl
3895,Sandstone
13654,Sandstone
10840,Sandstone
1135,Chalk
7304,SandstoneShale
10432,Tuff
2560,Marl
1877,Chalk
2546,Marl
9186,Limestone
12434,Sandstone
7667,Sandstone
4985,Sandstone
13745,Sandstone
12813,Sandstone
1837,Chalk
3389,SandstoneShale
7143,SandstoneShale
7977,Tuff
7440,SandstoneShale
6019,SandstoneShale
9313,Limestone
9380,Limestone
13187,Sandstone
6245,Sandstone
10224,Tuff
3402,Limestone
12061,SandstoneShale
12431,Sandstone
7410,SandstoneShale
13820,Sandstone
762,SandstoneShale
3419,SandstoneShale
3922,SandstoneShale
6630,Coal
4019,SandstoneShale
13969,Sandstone
3131,Sandstone
1868,Chalk
2812,Marl
244,SandstoneShale
6505,Sandstone
10919,Sandstone
9296,Limestone
9137,Sandstone
7710,Sandstone
9732,Sandstone
7000,SandstoneShale
11353,Limestone
3497,SandstoneShale
13882,Coal
3692,SandstoneShale
11417,Limestone
6006,Sandstone
1443,Chalk
2149,Limestone
13327,Coal
11765,Limestone
9259,Limestone
1641,Chalk
4234,Sandstone
11671,Limestone
9670,Limestone
11489,Limestone
11122,Limestone
1282,Marl
4313,Sandstone
6318,SandstoneShale
4615,SandstoneShale
12572,Sandstone
539,Limestone
12548,Sandstone
4897,SandstoneShale
7216,SandstoneShale
1254,Marl
13134,Sandstone
5655,Sandstone
8593,Sandstone
13923,Sandstone
7634,Sandstone
7131,SandstoneShale
3834,Sandstone
5731,Sandstone
10251,Tuff
6908,SandstoneShale
3886,SandstoneShale
1436,Chalk
5030,SandstoneShale
12588,Sandstone
9802,Sandstone
4464,Sandstone
627,Tuff
6817,Sandstone
7345,SandstoneShale
6775,Sandstone
8308,Sandstone
7997,Tuff
13949,Coal
7341,SandstoneShale
1990,Chalk
12822,SandstoneShale
968,Limestone
9149,Limestone
745,SandstoneShale
5057,Sandstone
12781,Coal
11428,Limestone
726,Limestone
12154,Sandstone
2979,SandstoneShale
6866,Sandstone
5820,Marl
9251,Limestone
10067,Sandstone
2477,Limestone
5402,Sandstone
11194,Limestone
4765,SandstoneShale
4001,SandstoneShale
2296,Limestone
9208,Limestone
12833,SandstoneShale
2628,Marl
11922,Limestone
3362,Sandstone
188,Limestone
5990,Sandstone
9817,Sandstone
893,Marl
12754,SandstoneShale
7295,SandstoneShale
12568,Sandstone
3711,SandstoneShale
3415,SandstoneShale
13694,Sandstone
12236,Sandstone
9415,Limestone
7373,SandstoneShale
7526,Sandstone
4704,Sandstone
2001,Chalk
267,Limestone
7643,Sandstone
11389,Limestone
4417,Sandstone
112,Limestone
8129,Tuff
1052,Limestone
7151,SandstoneShale
5699,Sandstone
6152,Sandstone
13723,Sandstone
7774,Sandstone
10153,Dolomite
4713,Sandstone
13739,Sandstone
7211,SandstoneShale
11085,Limestone
9601,Limestone
9729,Sandstone
6163,Sandstone
11255,Limestone
8013,Tuff
9852,Sandstone
1687,Chalk
3590,SandstoneShale
9036,Sandstone
365,Sandstone
6731,Sandstone
4237,Sandstone
4175,Sandstone
13676,Sandstone
977,Limestone
6380,Sandstone
12269,Sandstone
4010,SandstoneShale
7550,Sandstone
13510,Sandstone
7371,SandstoneShale
6567,Sandstone
810,SandstoneShale
10968,Sandstone
13631,Coal
749,SandstoneShale
10065,Sandstone
10423,Limestone
2380,Limestone
13231,Coal
10176,Tuff
8713,Sandstone
6852,Sandstone
4492,Sandstone
2211,Limestone
10245,Tuff
11880,Limestone
13439,Sandstone
9197,Limestone
1784,Chalk
13139,Sandstone
12031,Coal
390,Sandstone
9830,Sandstone
4698,SandstoneShale
9647,Limestone
8921,SandstoneShale
3080,SandstoneShale
13918,Sandstone
11514,Limestone
4310,Sandstone
1830,Chalk
9749,Sandstone
2952,SandstoneShale
2111,Limestone
3231,Limestone
1668,Chalk
4151,Sandstone
7938,Tuff
4102,SandstoneShale
3674,Sandstone
11184,Limestone
4333,Sandstone
1413,Chalk
963,Limestone
10444,SandstoneShale
9502,Limestone
13619,Sandstone
9394,Limestone
8592,Sandstone
12173,Sandstone
11835,Limestone
3214,Sandstone
7586,Sandstone
8293,Sandstone
3170,Sandstone
6588,Coal
8758,Limestone
5551,Sandstone
6579,Sandstone
351,Sandstone
6157,Sandstone
10140,Dolomite
908,Limestone
13578,Sandstone
11794,Limestone
2371,Limestone
6913,Sandstone
2475,Limestone
7504,Sandstone
9319,Limestone
13657,Sandstone
310,Sandstone
1936,Chalk
11570,Limestone
3202,Sandstone
7580,Sandstone
12207,Sandstone
13853,Sandstone
4702,Sandstone
11825,Limestone
12866,Sandstone
10578,Sandstone
1616,Chalk
11839,Limestone
6067,Sandstone
13548,Sandstone
4124,SandstoneShale
12550,Sandstone
13778,Sandstone
9596,Limestone
11580,Limestone
11645,Limestone
4602,Sandstone
12365,Sandstone
94,SandstoneShale
947,Limestone
11926,Limestone
9483,Limestone
5173,Sandstone
8253,Sandstone
8128,Tuff
1886,Chalk
12179,Sandstone
9797,Sandstone
11934,Limestone
6674,Sandstone
13271,Sandstone
3004,SandstoneShale
2326,Limestone
2074,Chalk
4445,Sandstone
2459,Limestone
12394,Sandstone
13263,Sandstone
4482,Sandstone
5879,SandstoneShale
12085,SandstoneShale
2606,Marl
6566,Sandstone
10127,Sandstone
5939,Sandstone
6839,Sandstone
4826,SandstoneShale
8217,Limestone
12059,SandstoneShale
3420,SandstoneShale
1547,Chalk
10695,Sandstone
5000,SandstoneShale
5901,SandstoneShale
5787,Marl
5056,Sandstone
7758,Sandstone
4899,Sandstone
10271,Tuff
4691,SandstoneShale
1288,Marl
13833,Sandstone
6910,SandstoneShale
5243,Sandstone
4564,Sandstone
11078,Limestone
6460,Coal
5127,SandstoneShale
3139,Sandstone
11137,Limestone
13647,Sandstone
5082,SandstoneShale
10563,Sandstone
1847,Chalk
12312,Sandstone
12324,Sandstone
10121,Sandstone
302,SandstoneShale
12673,Sandstone
1000,Limestone
6919,Sandstone
9032,Sandstone
7633,Sandstone
8922,SandstoneShale
6240,Sandstone
10741,Sandstone
7346,SandstoneShale
5940,Sandstone
13707,Sandstone
10328,Tuff
6217,Sandstone
8097,Tuff
13523,Sandstone
10931,Sandstone
3892,Sandstone
6988,SandstoneShale
8804,Limestone
2327,Limestone
5274,SandstoneShale
11041,Sandstone
8735,Sandstone
4521,Sandstone
8274,Sandstone
3298,Sandstone
107,Limestone
8171,Tuff
3838,Sandstone
11165,Limestone
12842,Sandstone
7461,Sandstone
10246,Tuff
5023,SandstoneShale
7784,Sandstone
13110,SandstoneShale
6762,Sandstone
10825,Sandstone
10522,Sandstone
4502,Sandstone
6622,Coal
9458,Limestone
5008,Sandstone
5249,Sandstone
5033,SandstoneShale
9952,Sandstone
9522,Marl
8664,Sandstone
8871,Sandstone
11709,Limestone
241,SandstoneShale
6572,Sandstone
4643,Sandstone
4273,Sandstone
4196,Sandstone
6531,Sandstone
3121,Sandstone
12397,Sandstone
9368,Limestone
9667,Limestone
11241,Limestone
3385,SandstoneShale
3436,SandstoneShale
8286,Sandstone
799,SandstoneShale
13184,Coal
1442,Chalk
3768,SandstoneShale
649,Limestone
13329,Coal
5946,Sandstone
8701,Sandstone
3942,Sandstone
2916,Marl
13339,Sandstone
13584,Sandstone
633,Tuff
8507,Sandstone
13928,Coal
4222,Sandstone
12564,Sandstone
11836,Limestone
12098,SandstoneShale
11393,Limestone
9006,Sandstone
512,Limestone
11747,Limestone
13025,Sandstone
5199,Sandstone
9340,Limestone
12303,Sandstone
12087,SandstoneShale
12706,Limestone
5760,Sandstone
11851,Limestone
11485,Limestone
8336,Sandstone
7053,SandstoneShale
2585,Marl
11980,Limestone
11257,Limestone
5959,Sandstone
10093,Sandstone
8046,Tuff
6702,Sandstone
3809,SandstoneShale
4902,SandstoneShale
9685,Limestone
9532,Marl
10419,Tuff
1327,Chalk
8864,Sandstone
109,Limestone
13186,Sandstone
13283,Coal
13465,Sandstone
1242,Chalk
4105,SandstoneShale
2440,Limestone
5238,Sandstone
1044,Limestone
6494,Sandstone
9678,Limestone
1465,Chalk
6684,Sandstone
11435,Limestone
4690,SandstoneShale
4437,SandstoneShale
3587,Sandstone
13360,Sandstone
3882,Sandstone
2269,Limestone
6257,Sandstone
909,Limestone
9864,Sandstone
5303,Sandstone
11501,Limestone
2980,Limestone
10321,Tuff
6299,SandstoneShale
11206,Limestone
11525,Marl
10258,Tuff
759,SandstoneShale
7157,SandstoneShale
10316,Tuff
13109,SandstoneShale
12830,SandstoneShale
8500,Sandstone
9398,Limestone
753,SandstoneShale
148,Limestone
3014,SandstoneShale
1408,Chalk
10018,Sandstone
1226,Chalk
5305,Sandstone
13127,Sandstone
9194,Limestone
706,Tuff
7686,Sandstone
9557,Limestone
11958,Limestone
4352,Sandstone
3582,Sandstone
264,Limestone
3219,Sandstone
5778,Marl
5683,Sandstone
164,Limestone
11791,Limestone
6967,SandstoneShale
1875,Chalk
7223,SandstoneShale
6757,Sandstone
2318,Limestone
1073,Limestone
7439,SandstoneShale
9791,Sandstone
4073,SandstoneShale
2408,Limestone
1310,Chalk
5355,Sandstone
10693,Sandstone
11405,Limestone
4692,SandstoneShale
1808,Chalk
11120,Limestone
3382,Sandstone
12850,SandstoneShale
8834,Sandstone
4247,Sandstone
7357,SandstoneShale
91,SandstoneShale
3289,Sandstone
5996,Sandstone
4644,Sandstone
6692,Sandstone
11289,Limestone
7846,Sandstone
7087,SandstoneShale
9632,Limestone
13163,Sandstone
10722,Sandstone
8882,Sandstone
1667,Chalk
10972,Sandstone
4862,SandstoneShale
2236,Limestone
13589,Sandstone
12230,Sandstone
9623,Limestone
3921,SandstoneShale
1453,Chalk
79,Sandstone
9110,Sandstone
8479,Sandstone
10948,Sandstone
6792,Sandstone
9672,Limestone
11875,Limestone
10418,Tuff
9034,Sandstone
9634,Limestone
11290,Limestone
10319,Tuff
11832,Limestone
8183,Tuff
2395,Limestone
9035,Sandstone
13532,Sandstone
1931,Chalk
9700,Sandstone
10010,Sandstone
9826,Sandstone
9758,Limestone
12713,Coal
5531,Sandstone
454,Sandstone
9614,Limestone
2619,Limestone
12745,SandstoneShale
13760,Sandstone
10249,Tuff
5278,Sandstone
64,Sandstone
5588,Sandstone
1207,Chalk
13375,Sandstone
1571,Chalk
2528,Marl
13869,Coal
2271,Limestone
7854,Sandstone
9179,Limestone
9898,Sandstone
7472,Sandstone
1435,Chalk
3294,Sandstone
7003,SandstoneShale
12060,SandstoneShale
13035,Sandstone
2685,Limestone
10048,Sandstone
10883,Sandstone
9617,Limestone
1895,Chalk
7133,SandstoneShale
12427,Sandstone
10047,Sandstone
10630,Sandstone
7372,SandstoneShale
8814,Limestone
10559,Sandstone
11776,Limestone
2469,Limestone
9539,Marl
5216,Sandstone
489,Sandstone
1089,Limestone
12261,Sandstone
11126,Limestone
5696,Sandstone
12212,Sandstone
8779,Sandstone
629,Tuff
12304,Sandstone
13079,Sandstone
4420,Sandstone
3191,Sandstone
6743,Sandstone
4256,Sandstone
13695,Sandstone
6132,Sandstone
3072,SandstoneShale
3953,Sandstone
10454,SandstoneShale
2468,Limestone
13021,Sandstone
2086,Chalk
10628,Sandstone
5378,Sandstone
10507,Sandstone
6652,Sandstone
4956,Sandstone
5226,Sandstone
12025,Coal
12479,Sandstone
8389,Sandstone
5844,Marl
11140,Limestone
2439,Limestone
12811,SandstoneShale
3018,SandstoneShale
5407,Sandstone
11640,Limestone
1218,Chalk
10775,Sandstone
7999,Tuff
13269,Sandstone
8198,Tuff
2053,Chalk
11940,Limestone
9746,Sandstone
12036,Coal
7024,SandstoneShale
5479,Sandstone
1873,Chalk
495,Limestone
4487,SandstoneShale
526,Tuff
5532,Sandstone
8966,Sandstone
10591,Sandstone
12307,Sandstone
2809,Marl
11416,Limestone
7890,Sandstone
13099,Coal
2049,Chalk
5735,Sandstone
7983,Tuff
2601,Limestone
10655,Sandstone
7415,SandstoneShale
3736,SandstoneShale
2466,Limestone
6869,Sandstone
610,Tuff
9908,Sandstone
11842,Limestone
1132,Chalk
2022,Chalk
5190,Sandstone
2193,Limestone
6396,Sandstone
9000,Limestone
4201,SandstoneShale
290,Sandstone
7320,SandstoneShale
4775,SandstoneShale
4572,Sandstone
1077,Limestone
9213,Limestone
13630,Coal
2356,Limestone
7281,SandstoneShale
2016,Chalk
6667,Sandstone
7599,Sandstone
3552,SandstoneShale
315,Sandstone
1478,Chalk
6772,Sandstone
4592,SandstoneShale
7367,SandstoneShale
11189,Limestone
1203,Chalk
5977,Coal
993,Limestone
6565,Sandstone
9214,Limestone
4042,SandstoneShale
9619,Limestone
10770,Sandstone
3712,SandstoneShale
436,Sandstone
1118,Chalk
5134,SandstoneShale
13368,Sandstone
4250,Sandstone
2901,SandstoneShale
1151,Chalk
7636,Sandstone
6966,SandstoneShale
10933,Sandstone
2675,Marl
10195,Tuff
2488,Marl
3630,SandstoneShale
13666,Sandstone
2257,Limestone
5998,Sandstone
5083,SandstoneShale
6796,Sandstone
9507,Limestone
7802,Sandstone
9783,Sandstone
13682,Sandstone
5073,SandstoneShale
10334,Tuff
12644,Sandstone
11215,Limestone
9742,Sandstone
11100,Limestone
4260,SandstoneShale
4622,SandstoneShale
13721,Sandstone
5723,Sandstone
4887,SandstoneShale
12736,Coal
2647,Marl
510,Limestone
9551,Limestone
3251,Sandstone
11527,Limestone
6087,Sandstone
6353,SandstoneShale
7228,SandstoneShale
9558,Limestone
12234,Sandstone
9177,Limestone
7505,Sandstone
9139,Limestone
270,Limestone
12395,Sandstone
13082,Sandstone
5871,SandstoneShale
6479,Sandstone
8924,SandstoneShale
6418,Sandstone
3741,SandstoneShale
3034,SandstoneShale
6500,Sandstone
11990,Limestone
7560,Sandstone
2223,Limestone
11049,Limestone
6066,Sandstone
6129,Sandstone
1039,Limestone
2055,Chalk
10347,Tuff
9295,Limestone
4295,Sandstone
10213,Tuff
5139,SandstoneShale
11135,Limestone
11954,Limestone
7453,Sandstone
13587,Sandstone
8645,Sandstone
10651,Sandstone
3514,SandstoneShale
5522,Sandstone
5829,Marl
3047,SandstoneShale
1190,Marl
6326,SandstoneShale
3267,Sandstone
6740,Sandstone
4998,SandstoneShale
13552,Sandstone
13822,Sandstone
12388,Sandstone
12066,SandstoneShale
3350,SandstoneShale
8461,Sandstone
2644,Marl
10485,Sandstone
8561,Sandstone
13902,Sandstone
9486,Limestone
8947,Sandstone
8399,Sandstone
1161,Chalk
11209,Limestone
2331,Limestone
6238,Sandstone
3773,Sandstone
9037,Sandstone
13857,Sandstone
12155,Sandstone
6110,Sandstone
11827,Limestone
3135,Sandstone
10500,Sandstone
9131,Sandstone
1514,Chalk
10514,Sandstone
5659,Sandstone
10268,Tuff
12336,Sandstone
2668,Marl
6631,Coal
8971,Sandstone
8219,SandstoneShale
624,Tuff
2532,Marl
12128,Sandstone
12783,SandstoneShale
1116,Chalk
4055,SandstoneShale
1059,Limestone
690,Limestone
6970,SandstoneShale
2374,Limestone
11626,Limestone
3450,SandstoneShale
2963,SandstoneShale
6193,Sandstone
4342,Sandstone
7107,SandstoneShale
2495,Marl
12367,Sandstone
13065,Sandstone
9090,Sandstone
11124,Limestone
8863,Sandstone
5642,Sandstone
8792,Sandstone
9311,Limestone
10664,Sandstone
12980,Coal
2188,Limestone
2108,Limestone
8367,Sandstone
1748,Chalk
3196,Sandstone
13189,Sandstone
4416,Sandstone
3962,Sandstone
260,Limestone
1393,Chalk
5410,Sandstone
13162,Sandstone
3057,SandstoneShale
7858,Sandstone
1294,Chalk
8408,Sandstone
13424,Sandstone
12521,Sandstone
12213,Sandstone
12670,Sandstone
5392,Sandstone
11356,Limestone
3434,SandstoneShale
1143,Chalk
2509,Marl
4809,SandstoneShale
4512,Sandstone
11275,Limestone
12468,Sandstone
6832,Sandstone
11884,Limestone
9751,Sandstone
7163,SandstoneShale
180,Limestone
12978,Coal
2655,Marl
3,SandstoneShale
10266,Tuff
6537,Sandstone
2659,Marl
7449,SandstoneShale
4057,SandstoneShale
9350,Limestone
10104,Sandstone
12566,Sandstone
9264,Limestone
4,SandstoneShale
9005,Sandstone
13299,Coal
5455,Sandstone
4718,Sandstone
2985,Limestone
13962,Sandstone
7992,Tuff
13942,Coal
6509,Sandstone
755,SandstoneShale
11029,Sandstone
6739,Sandstone
7766,Sandstone
2789,Marl
5195,Sandstone
9580,Limestone
5409,Sandstone
353,Sandstone
8322,Sandstone
3424,Sandstone
8053,Tuff
13509,Sandstone
5865,SandstoneShale
3150,Sandstone
282,Sandstone
3375,SandstoneShale
1126,Chalk
905,Limestone
9738,Sandstone
2840,Marl
13971,Coal
8414,Sandstone
10200,Tuff
3710,SandstoneShale
9902,Sandstone
13200,Sandstone
4710,Sandstone
10569,Sandstone
9711,Sandstone
7832,Sandstone
3614,Sandstone
4015,SandstoneShale
631,Tuff
6384,Sandstone
1260,Chalk
11362,Limestone
3607,SandstoneShale
12671,Sandstone
8159,Tuff
7648,Sandstone
9942,Sandstone
13353,Sandstone
5945,Sandstone
7797,Sandstone
2604,Marl
3469,SandstoneShale
7693,Sandstone
11644,Limestone
8009,Tuff
5562,Sandstone
1365,Chalk
10861,Sandstone
459,Sandstone
10647,Sandstone
12145,Sandstone
8839,Sandstone
6785,Sandstone
10457,SandstoneShale
11572,Limestone
12569,Sandstone
7539,Sandstone
3481,Sandstone
9721,Sandstone
12440,Coal
5289,Sandstone
1136,Chalk
4949,SandstoneShale
8578,Sandstone
2014,Chalk
3381,Sandstone
11315,Limestone
12343,Sandstone
4027,SandstoneShale
3789,Sandstone
8010,Tuff
9217,Limestone
8860,Sandstone
12617,Coal
1215,Chalk
5569,Sandstone
116,Limestone
632,Tuff
12766,SandstoneShale
6472,Coal
7735,Sandstone
132,Limestone
6297,Sandstone
2006,Chalk
11682,Limestone
7810,Sandstone
10248,Tuff
12190,Sandstone
8919,SandstoneShale
8050,Tuff
6424,Sandstone
9376,Limestone
5872,SandstoneShale
7254,SandstoneShale
3108,Sandstone
8642,Sandstone
12801,Sandstone
4510,Sandstone
9694,Sandstone
5076,SandstoneShale
10601,Sandstone
13153,Sandstone
7712,Sandstone
1923,Chalk
5624,Sandstone
4346,Sandstone
11677,Limestone
4886,SandstoneShale
11084,Limestone
1619,Chalk
2651,Marl
11386,Limestone
9777,Sandstone
12968,Sandstone
12301,Sandstone
10975,Sandstone
9159,Limestone
10851,Sandstone
1249,Chalk
2633,Marl
9076,Sandstone
9066,Limestone
6296,Sandstone
10986,Sandstone
13362,Sandstone
7702,Sandstone
453,Sandstone
17,SandstoneShale
1332,Chalk
7236,SandstoneShale
12283,Sandstone
11654,Limestone
5794,Marl
8486,Sandstone
8904,Sandstone
829,SandstoneShale
10365,Tuff
4422,Sandstone
13846,Coal
12429,Sandstone
8225,SandstoneShale
4661,SandstoneShale
9568,Limestone
10066,Sandstone
3997,SandstoneShale
5123,Sandstone
12935,Sandstone
7574,Sandstone
7838,Sandstone
9789,Sandstone
3687,Sandstone
291,Sandstone
4407,Sandstone
10274,Tuff
114,Limestone
7849,Sandstone
11796,Limestone
4329,Sandstone
8992,Sandstone
2729,SandstoneShale
3978,SandstoneShale
1323,Chalk
8688,Sandstone
12205,Sandstone
4925,SandstoneShale
12438,Coal
13070,Sandstone
2010,Chalk
13794,Coal
7733,Sandstone
97,Limestone
10768,Sandstone
6754,Sandstone
9971,Sandstone
8182,Tuff
4032,SandstoneShale
5695,Sandstone
11634,Limestone
8918,SandstoneShale
13422,Sandstone
5,SandstoneShale
9275,Limestone
1170,Chalk
6541,Sandstone
6850,Sandstone
2453,Limestone
11870,Limestone
8517,Sandstone
942,Limestone
8506,Sandstone
13093,Sandstone
65,Sandstone
11236,Limestone
3846,Sandstone
8698,Sandstone
7778,Sandstone
5687,Sandstone
5520,Sandstone
2192,Limestone
10163,Limestone
8637,Sandstone
851,SandstoneShale
7963,Tuff
6294,Sandstone
13421,Sandstone
11266,Limestone
6183,Sandstone
1019,Limestone
3176,Sandstone
8638,Sandstone
5035,SandstoneShale
7347,SandstoneShale
166,Limestone
12570,Sandstone
12491,Sandstone
5815,Limestone
13670,Sandstone
1383,Chalk
2397,Limestone
6862,Sandstone
8126,Tuff
8579,Sandstone
7549,Sandstone
5029,SandstoneShale
9997,Sandstone
1473,Chalk
902,Limestone
4999,SandstoneShale
5155,Sandstone
12258,Sandstone
4610,SandstoneShale
5131,SandstoneShale
10521,Sandstone
1689,Chalk
4873,SandstoneShale
10755,Sandstone
7664,Sandstone
7360,SandstoneShale
7724,Sandstone
1205,Chalk
4989,SandstoneShale
1245,Chalk
10086,Sandstone
12804,SandstoneShale
3269,Sandstone
7276,SandstoneShale
7869,Sandstone
12518,Sandstone
3404,Limestone
13680,Sandstone
7280,SandstoneShale
601,Tuff
11296,Limestone
2926,Marl
1887,Chalk
8823,Limestone
11273,Limestone
